Latitude,Longitude,Pokemon
68.5350966,-150.700264,Kabutops
33.16482748,-89.40506655,Stoutland
41.9946288,-120.7931933,Phione
39.76561087,-102.7739541,Skiploom
70.18406364,-155.7731517,Magnemite
66.48762652,-153.9803817,Arcanine
34.53840056,-83.77461159,Walrein
31.48738485,-88.95383482,Musharna
39.33942682,-113.6547261,Cloyster
39.3528256,-100.8713554,Morelull
61.12106006,-154.2741051,Shinx
37.00682131,-89.21349681,Wormadam Sandy
40.69354756,-100.5013249,Ribombee
45.23589186,-121.4147898,Camerupt
37.37958025,-103.7373297,Mr Rime
32.03944305,-81.3584437,Mr Mime
31.13056056,-94.00161712,Appletun
69.92320472,-159.0773596,Rattata Alola
33.18397865,-102.0669182,Meloetta Aria
37.36363817,-106.6194016,Rattata Alola
36.18145953,-91.04253355,Duraludon Gmax
46.48131163,-116.9231832,Ampharos Mega
30.56444815,-99.05482988,Diancie Mega
38.14269589,-93.81160907,Grubbin
67.92121183,-143.1056769,Litleo
34.6000077,-119.474099,Mimikyu Totem Busted
45.54481792,-120.8465235,Excadrill
66.2314761,-143.6196855,Lucario
44.59012379,-91.17126857,Runerigus
37.77713127,-90.65013555,Morgrem
42.81190807,-112.4653205,Toxel
43.96094548,-97.82969134,Sobble
40.92127442,-119.3613827,Finneon
33.56432954,-114.5357398,Cufant
62.86489456,-142.0484082,Meloetta Pirouette
35.10102089,-82.77992899,Silvally
37.92087184,-87.09213476,Golem Alola
67.19872356,-154.958159,Nosepass
32.57234584,-102.2156283,Scizor
35.59128817,-119.9398759,Cofagrigus
37.74260371,-85.83155978,Chingling
46.4211535,-87.57687502,Yungoos
47.29934774,-112.5625486,Accelgor
32.25666115,-96.20420363,Infernape
36.76015636,-116.8077515,Dusknoir
42.2462597,-74.78253825,Absol
65.59281087,-147.511145,Pansear
36.35499404,-84.22627516,Crabrawler
38.19847802,-121.2968222,Drowzee
42.85481851,-101.35249,Mimikyu Totem Disguised
36.2165139,-79.24658487,Zoroark
45.99871054,-108.2792278,Drifblim
29.61526413,-90.86303969,Arceus
48.62395561,-102.7738662,Toxtricity Amped Gmax
44.79794121,-68.30718177,Metagross
62.66479164,-155.9013902,Kommo O Totem
61.16061339,-149.0503734,Koffing
31.17814308,-88.67515064,Jirachi
48.35949288,-117.9342464,Tyranitar
35.94232652,-84.07740584,Vibrava
45.51922383,-117.0666973,Budew
43.20534072,-85.83401845,Banette
42.70232539,-78.98733051,Zoroark
38.62402762,-119.4637352,Meowth Galar
46.99075757,-87.1997582,Swablu
33.39739508,-116.1955492,Nickit
59.39396493,-158.5942856,Camerupt
44.8080355,-116.2097544,Garbodor Gmax
43.30684437,-99.84701424,Pheromosa
42.52300317,-89.74403436,Watchog
43.71456468,-112.958033,Greedent
39.06702611,-83.95141958,Skitty
36.36186359,-121.4979137,Alomomola
46.9605891,-109.4882698,Natu
48.94076764,-101.0276508,Abra
39.24414137,-116.2629427,Stonjourner
29.29793205,-82.84665187,Toxtricity Amped
45.16924442,-114.4288146,Steelix
43.93717332,-85.3055666,Dhelmise
30.39947211,-87.72458642,Eevee
69.07936656,-163.0320272,Skiploom
47.76905061,-104.1482947,Sirfetchd
39.59723414,-111.7471596,Drakloak
35.42838775,-80.14179789,Throh
40.26962851,-101.0276441,Fletchinder
64.40093987,-158.7806697,Panpour
30.85260445,-103.1706325,Dhelmise
60.1391859,-162.6286211,Drednaw
46.69425093,-68.40220565,Cloyster
69.68925369,-151.0003931,Cinderace Gmax
43.85208719,-89.67614626,Braixen
35.57268306,-83.97467659,Mienfoo
33.68206239,-116.785731,Koffing
44.18323227,-94.18269618,Bibarel
31.1172562,-93.42682493,Sawsbuck
31.20211684,-100.7096356,Wingull
69.66347521,-162.2606882,Rapidash Galar
47.68142088,-100.2680737,Nihilego
68.9195623,-149.2861283,Burmy
32.73032283,-114.8477046,Coalossal Gmax
39.8545294,-94.97628076,Cufant
33.94041341,-81.44257931,Inteleon
46.28963739,-90.91050955,Deoxys Attack
34.56679226,-87.30223168,Falinks
35.79918549,-85.55735926,Diglett Alola
40.40828651,-119.9873169,Melmetal Gmax
42.57121126,-121.343015,Houndour
38.07691591,-110.8002574,Houndoom Mega
36.55165033,-118.8799592,Grovyle
40.7012436,-93.31989829,Gardevoir
38.94920593,-92.70317064,Minior Red Meteor
47.30834416,-116.9834686,Togekiss
47.31895247,-115.6595538,Octillery
35.89770992,-92.75823367,Trevenant
34.05887605,-114.7694509,Quagsire
38.54076406,-111.6614044,Minun
30.99929192,-104.4268539,Machoke
38.08423721,-108.9939103,Raichu
34.21764002,-102.8971735,Drifloon
38.36979218,-82.55469159,Audino Mega
34.81939049,-101.6662597,Ninetales Alola
38.63790349,-77.16354133,Mimikyu Totem Busted
43.58378903,-89.75768555,Phantump
36.18276318,-97.04968229,Stoutland
32.71578504,-100.6995036,Kecleon
26.23848382,-80.17212891,Porygon Z
40.76039771,-91.03606441,Ninjask
40.9934755,-117.0476676,Vanilluxe
43.28461239,-94.57188291,Clefable
39.75168501,-77.18774583,Skorupi
38.08250576,-87.11275997,Pumpkaboo Large
43.70015832,-72.839698,Goomy
64.33473798,-157.9801515,Gigalith
63.58066669,-159.1324554,Blastoise Gmax
45.50362164,-99.43777099,Swellow
48.71937223,-100.4419201,Appletun Gmax
37.12569354,-112.694059,Lanturn
36.51109314,-102.4609593,Sealeo
33.64685972,-109.7603058,Azumarill
41.77027104,-75.56239834,Nidoking
39.8510323,-92.49577178,Dewgong
33.47029196,-107.6800646,Kommo O Totem
33.12638642,-81.87843696,Sawsbuck
31.87114583,-112.615718,Dragapult
38.18990865,-79.53103168,Gothitelle
48.25671631,-102.3105049,Meowth
47.35741392,-95.08541201,Aegislash Blade
69.98525454,-152.0358928,Keldeo Ordinary
45.07564181,-84.32571499,Stunfisk Galar
41.53174525,-110.010381,Pignite
30.9456678,-85.88151292,Minior Yellow
60.12673081,-148.5897022,Xurkitree
40.85701257,-86.21601095,Torkoal
43.05138518,-112.2221496,Quilladin
37.06559924,-96.58722496,Flygon
36.46315125,-106.6933122,Hoothoot
56.42919698,-159.2841036,Donphan
34.52504977,-94.6071069,Pikachu Original Cap
34.23173185,-117.2052799,Reuniclus
33.0097653,-85.17303947,Sceptile
35.35707072,-80.15137933,Drifblim
32.88162848,-99.43127064,Ferroseed
47.29145523,-102.1210145,Kabutops
47.74624215,-102.295313,Meowth Galar
45.10732706,-109.7928357,Toxel
45.30361343,-113.7910259,Absol
44.36222514,-118.2640799,Lilligant
37.35471356,-76.62248424,Tynamo
38.1386948,-101.5330194,Simisear
45.86552685,-88.2936782,Riolu
33.3987966,-110.2951804,Swirlix
69.71797902,-150.3352687,Kricketot
29.22038917,-96.27641833,Dugtrio Alola
38.8326257,-101.2284326,Oranguru
67.99391883,-142.9329447,Basculin Red Striped
59.4588193,-136.3204734,Stoutland
61.58320035,-161.0825719,Darmanitan Zen
39.97678216,-82.1626054,Kricketune
38.05787399,-88.77459394,Bidoof
42.19391275,-78.39201965,Accelgor
34.04865577,-83.58905231,Inteleon
64.42717295,-142.3919078,Minior Yellow
29.96202151,-98.68706379,Hitmonlee
32.74375531,-106.7042907,Shiinotic
29.6460992,-85.09186567,Kabutops
66.23864371,-143.3133218,Drampa
62.94153645,-153.2545162,Clefable
31.926602,-87.47765429,Charmeleon
40.99188862,-118.7957451,Sableye
30.92864993,-104.7850221,Palossand
68.20022407,-156.1359269,Corvisquire
37.62369852,-93.61954307,Cacturne
67.95943279,-160.6179471,Sableye
44.53401215,-74.50460166,Carnivine
37.16677232,-84.84894618,Palossand
40.9459297,-110.6172297,Bouffalant
37.24176501,-103.5045835,Quagsire
39.85900484,-104.1391202,Blastoise
36.04256199,-83.39800759,Arcanine
46.74553079,-107.4553007,Araquanid Totem
60.23964714,-161.7145243,Forretress
41.05366768,-87.93628494,Darmanitan Zen Galar
37.82201047,-108.8244148,Rhydon
31.71064843,-95.63631969,Shuckle
41.80929591,-86.83056898,Bastiodon
46.19602068,-90.53255237,Floatzel
62.94280789,-159.4578262,Cottonee
41.72013133,-115.8695898,Minior Yellow Meteor
39.41483753,-107.1322166,Exeggutor
34.27560109,-108.7875139,Gastrodon
37.90360017,-101.4994508,Mr Rime
44.01346593,-89.6239854,Butterfree Gmax
68.31982672,-153.0219263,Gurdurr
69.04647968,-157.9714808,Grovyle
62.43463156,-161.2642449,Bastiodon
70.31586165,-149.7276181,Pidgeotto
44.73367984,-98.47287134,Snover
42.00746176,-107.2551603,Spiritomb
69.46383351,-157.9522022,Grimmsnarl Gmax
42.74846581,-100.4519115,Alakazam Mega
38.38135996,-91.9229441,Primarina
36.61458279,-120.9775697,Mankey
58.8431876,-134.5149441,Lilligant
41.64718907,-103.9366291,Haunter
47.30971334,-98.69219784,Ponyta Galar
34.75086631,-91.16997429,Huntail
48.115931,-118.7102716,Arceus
60.39713272,-142.2110077,Kartana
44.26041924,-82.57192438,Sirfetchd
40.75530883,-85.81786663,Aron
33.88667623,-88.10999254,Parasect
48.11938041,-117.8417745,Rotom Wash
38.33191922,-120.5369212,Cacnea
46.24844755,-91.80915323,Vigoroth
40.6119252,-76.84850499,Petilil
45.36453246,-69.56290757,Houndoom Mega
32.34647721,-83.96916622,Hoothoot
69.89963743,-152.9431098,Meowth Galar
42.18118172,-78.70549972,Grubbin
38.4134133,-109.8508565,Pidove
40.99802773,-84.61745116,Jellicent
42.95645593,-101.8353169,Slugma
34.33985629,-84.75213763,Machop
35.50411807,-113.7551615,Lickitung
47.65486767,-111.1530145,Torkoal
44.44265653,-88.71683173,Basculin Red Striped
60.06955177,-155.8806225,Bronzong
32.49157435,-85.17587174,Mismagius
64.29000181,-159.8129227,Pichu
39.03043929,-121.0607693,Altaria
32.42708485,-107.0819515,Shellder
36.29179162,-101.8839017,Toxapex
61.14836049,-153.0876242,Muk Alola
67.54000521,-152.3494416,Meganium
46.65265588,-115.5366279,Zigzagoon
57.36548593,-157.6149166,Nidoqueen
29.93849137,-95.89301853,Hydreigon
68.96715496,-149.2478241,Rotom Wash
35.74547388,-110.1534517,Milotic
64.92299621,-152.6863088,Sandslash Alola
40.6650035,-123.179285,Sewaddle
44.36754282,-107.9636754,Darkrai
47.05271865,-97.28721557,Bronzor
67.1586007,-159.012657,Torchic
30.5258907,-102.7924757,Grimmsnarl
39.71633748,-102.3168536,Slowpoke Galar
43.36437548,-121.6909521,Skiploom
46.08960824,-102.9779153,Corsola Galar
68.40095825,-165.0339977,Hoppip
63.98686097,-155.7004082,Wormadam Plant
39.34858908,-109.883275,Remoraid
69.4737649,-149.2385572,Ekans
37.68284881,-92.00625129,Numel
35.96287824,-118.0844102,Hatterene Gmax
35.84893661,-92.79798832,Beedrill Mega
32.44611072,-110.6424368,Pikachu Pop Star
68.41392649,-166.644598,Eelektross
60.70288416,-144.4150895,Feraligatr
36.74301105,-94.19524629,Houndoom
42.66380447,-92.17124279,Archen
68.59199179,-163.0880557,Purugly
30.58537702,-98.61795734,Kricketune
41.83532974,-70.67203168,Buizel
35.97049803,-84.57010311,Dragonair
31.57532368,-87.57590183,Grimer
42.56271534,-94.40105959,Lapras
43.14946477,-87.90915051,Hydreigon
39.68438364,-88.88325444,Sunkern
32.9222024,-112.4133467,Floette Eternal
69.46145168,-142.7801793,Diggersby
33.30788109,-80.37008371,Alomomola
38.47635705,-108.5857429,Rillaboom Gmax
67.95858658,-146.7867378,Simisage
43.94583178,-83.1088491,Froakie
44.38390174,-102.1366434,Trevenant
36.04229334,-105.4385835,Houndoom
47.19666758,-103.743236,Shiftry
44.873179,-92.51738807,Stufful
34.92245431,-88.72805092,Silicobra
37.81338208,-119.4630909,Numel
35.60406561,-86.67659007,Gorebyss
44.4080295,-74.40291666,Oddish
34.9460364,-96.44216025,Lycanroc Midday
33.04383101,-111.2154125,Ponyta Galar
66.95192054,-155.543087,Azumarill
29.30230488,-97.68186998,Milotic
41.69433796,-106.5990425,Glaceon
45.02232345,-119.3704372,Spoink
69.88152395,-157.2656015,Klinklang
41.50955198,-121.3668482,Dragonite
40.11148507,-84.86038543,Cyndaquil
62.73146037,-163.4332247,Gorebyss
43.54815992,-84.48356542,Malamar
67.62060631,-141.4338901,Beartic
28.91798381,-99.50303053,Mantyke
69.86050235,-160.9390345,Eiscue Ice
57.26498944,-157.3082569,Shaymin Land
40.66324072,-110.4800149,Vibrava
58.6178895,-156.5119974,Gogoat
34.35553352,-115.0865588,Boldore
38.03124101,-113.3227831,Frillish
61.77492037,-160.9710468,Oshawott
42.67008422,-113.2365755,Croconaw
40.86417367,-109.073485,Palossand
69.15825448,-152.6466535,Coalossal Gmax
61.84066735,-156.3606039,Bewear
47.45917512,-92.60908495,Incineroar
60.97248991,-157.7341891,Purugly
43.42822055,-74.32878491,Turtwig
39.39509942,-89.72715274,Alomomola
41.30687514,-74.95881862,Dugtrio Alola
48.55127606,-107.0064341,Meditite
58.05783336,-133.897852,Braviary
27.13111716,-80.46882222,Charjabug
40.07837618,-121.256413,Cufant
44.90753267,-123.2262848,Poochyena
42.62446168,-87.66109034,Dubwool
63.43194668,-153.6672282,Grimmsnarl Gmax
35.16486676,-119.6151147,Meowstic Female
31.82458557,-106.4756519,Meowth Gmax
37.85789809,-119.7829568,Omanyte
62.52407074,-145.0448166,Slowbro Mega
40.37180892,-88.1194912,Servine
29.50767852,-81.26180384,Sneasel
59.58871378,-161.8023121,Shiftry
37.30862898,-99.92374243,Politoed
29.66057671,-103.1067875,Ditto
66.06438643,-159.2373704,Togedemaru Totem
59.72268368,-155.9107761,Plusle
60.86356617,-160.7054185,Marowak
40.14039823,-88.860506,Azumarill
37.07905417,-114.090418,Greninja
43.91640395,-109.5762706,Type Null
45.29272502,-102.5166683,Ducklett
59.82888122,-139.0444588,Bastiodon
46.56101212,-115.5121014,Ralts
32.66377891,-94.17773637,Omanyte
40.79520883,-98.43609769,Cinderace
32.03794505,-113.1283563,Chesnaught
65.8479807,-163.9001987,Castform Sunny
62.67478863,-141.1397814,Dewpider
37.73207631,-102.5635137,Sneasel
39.35295318,-119.2919179,Shieldon
46.00486826,-92.0731468,Combee
35.3373445,-78.49572116,Chingling
34.99052568,-78.8869604,Lucario Mega
48.06700575,-118.0773309,Abomasnow Mega
36.73136757,-93.36845237,Pansage
44.16810705,-70.39720972,Oranguru
60.56065848,-149.2199255,Golurk
63.72256974,-141.4222224,Stufful
47.33916565,-98.13162352,Murkrow
37.41717582,-106.917141,Dratini
69.04949365,-151.3782225,Sandygast
38.43081792,-105.1991747,Charmander
44.43909614,-106.9930692,Toxtricity Amped
40.5013634,-80.45125594,Cubone
39.91150885,-82.58744873,Diancie Mega
37.18062129,-112.5892416,Drakloak
37.96021672,-115.864786,Smeargle
36.17448612,-102.9867893,Barboach
45.51553757,-112.7043871,Gossifleur
64.35016102,-141.0497401,Corviknight
42.21831668,-120.1951245,Luvdisc
43.60773316,-99.49149584,Rattata Alola
43.36571297,-111.4256286,Seaking
48.66717683,-102.8315083,Magnemite
37.01525532,-77.90836677,Arctozolt
43.36114792,-85.602381,Ralts
46.97253878,-94.05572157,Metagross Mega
40.55377338,-92.46528629,Hakamo O
68.22799188,-147.8199433,Machoke
41.45415342,-93.81458853,Garchomp
71.23749111,-156.2577623,Eevee Gmax
67.75813845,-153.8547964,Dusclops
48.120641,-92.33098128,Hitmonchan
45.73347985,-84.3429701,Fletchinder
44.7407017,-95.22492613,Minior Green Meteor
34.67957253,-91.97233317,Gastly
47.70361143,-115.2448667,Delphox
34.42899146,-81.82659876,Leafeon
47.31929009,-69.09976846,Mr Mime Galar
68.52803054,-148.6270391,Seismitoad
33.86740651,-85.91700169,Musharna
67.89731777,-156.3777843,Anorith
43.91929108,-72.88207517,Grookey
45.32532159,-84.03331664,Haunter
69.19230792,-161.7825091,Salamence Mega
34.1562757,-79.35203139,Hitmonlee
43.93658226,-122.2577662,Deoxys Speed
67.50184604,-143.9648516,Araquanid Totem
35.00587299,-103.1261643,Riolu
29.16944974,-98.04211511,Blitzle
41.59976846,-77.67365349,Pancham
39.69119571,-83.51754216,Obstagoon
66.89892132,-143.5968581,Fearow
42.96919339,-110.8129193,Pumpkaboo Large
46.12738398,-92.72735519,Meowstic Male
32.70354157,-94.04031405,Pikachu Partner Cap
36.10014431,-114.2948371,Togedemaru
44.43503867,-96.63987228,Hoothoot
62.13656147,-143.5511718,Skiddo
41.21306723,-111.0697334,Salandit
30.5262124,-99.70037214,Kommo O Totem
43.64216879,-83.77038846,Magikarp
38.7950096,-97.06234297,Indeedee Male
44.54834949,-90.82455406,Shieldon
34.9929137,-97.87206645,Liepard
43.9039077,-107.5563175,Deoxys Normal
36.017702,-104.0578845,Hoopa
62.93478368,-149.8734404,Aromatisse
45.49176526,-96.83354062,Magearna
35.08438536,-103.0388352,Meltan
66.81720351,-159.3502186,Dugtrio Alola
41.27258071,-113.4886845,Butterfree Gmax
35.61662647,-77.76948553,Grubbin
60.61530538,-152.3664415,Shroomish
47.45802689,-94.52383899,Monferno
40.13310192,-120.6103049,Pidgeotto
37.98505859,-79.09377614,Oshawott
47.03380496,-86.24564823,Chewtle
60.97440024,-159.4417232,Chingling
61.70272643,-141.322669,Ninetales Alola
33.2433238,-108.0044097,Serperior
40.3290276,-111.9923337,Staryu
59.82622845,-166.053924,Manaphy
60.1687155,-149.2651557,Abra
64.03940852,-147.9921951,Gourgeist Large
31.77912739,-95.16836255,Samurott
30.68433028,-102.0279716,Amoonguss
46.07427767,-102.3860225,Muk Alola
48.64960248,-103.6749556,Florges
46.33045225,-110.2894538,Sealeo
37.39686577,-106.6807131,Glameow
43.70219186,-93.06810527,Swanna
36.84981051,-97.98789629,Lapras
45.05776668,-119.2567763,Venipede
33.70465673,-85.36851417,Klink
43.08039217,-89.17981634,Brionne
38.26396932,-112.535259,Gallade
36.78139743,-108.8384218,Aegislash Blade
40.80350671,-98.63008259,Salazzle Totem
67.88855763,-142.2824921,Rockruff Own Tempo
38.27597201,-85.99351826,Wartortle
64.10664646,-149.1367733,Donphan
39.55790447,-105.2375391,Carbink
37.65107731,-103.0387518,Luxio
43.73199931,-73.12703555,Applin
38.9291333,-102.5954487,Murkrow
64.81737946,-141.9487062,Zebstrika
44.16649798,-103.0801454,Oricorio Baile
61.82970554,-153.5969489,Pumpkaboo Large
69.73665694,-161.4066055,Slugma
34.09621604,-94.42074805,Dracovish
59.94470398,-165.6878713,Magnezone
40.12989945,-91.45157599,Torracat
64.18551597,-149.381267,Sandslash Alola
38.32580682,-116.4030603,Palpitoad
67.14266365,-160.7027589,Naganadel
42.01809965,-94.79020871,Hoppip
67.19793613,-148.388898,Girafarig
41.48418412,-87.00062122,Deerling
39.81910488,-92.8051026,Primeape
40.72997984,-74.69563764,Eelektross
68.01943819,-142.5315338,Silcoon
44.5559329,-96.46695484,Comfey
59.29597717,-150.9931969,Comfey
44.23663755,-69.0595745,Wailord
41.98837616,-74.16114584,Hatterene Gmax
60.47048789,-159.7170579,Dodrio
48.76939728,-106.1504835,Petilil
30.26433129,-98.93114621,Poliwhirl
39.23649302,-107.4802097,Butterfree Gmax
43.52068304,-70.89614145,Tyrantrum
68.46665067,-158.8903039,Venusaur
33.96186752,-82.53246563,Gourgeist Small
41.561515,-76.30815513,Misdreavus
41.58583994,-115.4159712,Mandibuzz
61.84570218,-154.4958458,Sawsbuck
43.50690366,-82.205369,Mimikyu Totem Busted
47.71327921,-107.2396917,Dottler
62.23113297,-159.3092194,Kingler
41.72965,-87.27275965,Maractus
39.90807766,-106.3688517,Dottler
43.57441118,-83.96320945,Avalugg
60.27980575,-151.2737827,Hitmonchan
62.88356021,-147.4497252,Butterfree
46.6636827,-119.9480415,Slugma
44.61448709,-96.20580976,Gengar Gmax
29.99953444,-90.79042115,Mothim
39.870301,-114.7156836,Drapion
28.29285952,-99.38752292,Linoone Galar
45.43585576,-103.6047084,Brionne
40.86855279,-95.94473612,Minior Violet Meteor
39.34895368,-95.36220329,Rotom Wash
42.47780027,-94.4657973,Garbodor Gmax
62.46202429,-153.9987851,Accelgor
62.0165927,-160.8480835,Blastoise Gmax
36.7430398,-79.95905375,Mudsdale
